,Parameters,HO Group 1 Score,HO Group 2 Score,HO Group 3 Score,Mean CV Score,RankScore
178,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-05, 'degree': 5}",0.17981640367192656,0.14081718365632687,0.1841473658946358,0.16826031774096306,308
179,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-05, 'degree': 6}",0.23237535249295013,0.17855642887142256,0.20136805472218888,0.2040999453621872,177
180,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-05, 'degree': 7}",0.19625607487850244,0.18803623927521448,0.15072602904116164,0.17833944773162616,264
181,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-05, 'degree': 20}",0.2130557388852223,0.2230155396892062,0.22962918516740669,0.22190015458061174,133
182,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 0.0001, 'degree': 2}",0.21755564888702225,0.25037499250015,0.2716308652346094,0.24652050220726052,53
183,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 0.0001, 'degree': 3}",0.25223495530089396,0.25955480890382193,0.26053042121684866,0.2574400618071882,27
184,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 0.0001, 'degree': 4}",0.23231535369292614,0.2601547969040619,0.26149045961838474,0.2513202034051243,41
185,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 0.0001, 'degree': 5}",0.20501589968200637,0.24815503689926202,0.27895115804632187,0.24404069820919674,65
186,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 0.0001, 'degree': 6}",0.22187556248875023,0.2590148197036059,0.2249489979599184,0.23527979338409152,93
187,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 0.0001, 'degree': 7}",0.1879162416751665,0.21713565728685427,0.23826953078123125,0.214440476581084,155
188,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 0.0001, 'degree': 20}",0.24737505249895003,0.19727605447891042,0.22008880355214208,0.22157997017666753,135
189,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 0.001, 'degree': 2}",0.24611507769844604,0.2095758084838303,0.20082803312132486,0.21883963976786705,145
190,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 0.001, 'degree': 3}",0.2272154556908862,0.21053578928421432,0.2155886235449418,0.21777995617334744,150
191,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 0.001, 'degree': 4}",0.24305513889722205,0.2128157436851263,0.23952958118324733,0.23180015458853187,98
192,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 0.001, 'degree': 5}",0.24185516289674205,0.21233575328493431,0.2047281891275651,0.21963970176974715,142
193,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 0.001, 'degree': 6}",0.23189536209275816,0.22385552288954222,0.21186847473898957,0.2225397865737633,131
194,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 0.001, 'degree': 7}",0.24821503569928602,0.21425571488570228,0.2517700708028321,0.23808027379594013,82
195,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 0.001, 'degree': 20}",0.20687586248275033,0.2108957820843583,0.21924876995079803,0.21234013817263556,161
196,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 0.01, 'degree': 2}",0.251214975700486,0.24053518929621406,0.24186967478699148,0.24453994659456388,63
197,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 0.01, 'degree': 3}",0.23657526849463012,0.22943541129177417,0.24174966998679948,0.23592011659106793,91
198,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 0.01, 'degree': 4}",0.25517489650207,0.23093538129237415,0.24552982119284772,0.24388003299576397,66
199,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 0.01, 'degree': 5}",0.24497510049799004,0.23021539569208616,0.24624984999399976,0.24048011539469197,78
200,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 0.01, 'degree': 6}",0.24017519649607008,0.23657526849463012,0.23526941077643107,0.23733995858904375,86
201,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 0.01, 'degree': 7}",0.24449511009779804,0.23987520249595007,0.2535701428057122,0.2459801517998201,56
202,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 0.01, 'degree': 20}",0.2362152756944861,0.23723525529489412,0.23514940597623904,0.23619997898853975,89
203,"{'C': 1e-05, 'kernel': 'poly', 'gamma': 1e-08, 'degree': 2}",0.12047759044819104,0.09875802483950322,0.13032521300852035,0.1165202760987382,467
